B094KVYZSC,2022,3,16,1,Greasy and gross,2.0 out of 5 stars,4 people found this helpful,"Reviewed in the United States on September 25, 2021",Kimber,,Verified Purchase,,"I bought this as a “healthier” alternative to Dove Nutritive Daily Moisture shampoo. I was prepared for the lack of suds. I was not prepared for my hair to be visibly greasy just a few hours after washing. My hair is somehow simultaneously lank & lifeless while also frizzy and brittle. I can’t figure out if it’s because it’s not actually cleaning my hair, if it’s not rinsing out no matter how many times I rinse, or if this is an inherent “feature”. Do not recommend.",2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,2,Silky soft goodness,5.0 out of 5 stars,,"Reviewed in the United States on March 9, 2022",Wendy,,Verified Purchase,,"I've used dove hair products for many years but this stuff wins! So much better than their regular line of conditioner. You can feel the softness in your hair almost immediately after putting in your hair. I have curly hair and it stays soft and more hydrated for the 24 hours as stated on the bottle. Also, it smells great -kinda like some nice incense if you like that sort of thing.",2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,3,this is very good  for hair,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on February 2, 2022",robert k,,Verified Purchase,,"i have used many shampoos in my life, but i usually come back to  this brand. Dove makes  very nice and gentle products, and i am not afraid to use the every day.",2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,4,I’d give it 15 stars if I could,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on January 28, 2022",moxxie,,Verified Purchase,,I use all types of conditioner and shampoo sets  this is top 5 will always be in my house,2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,5,I like it,5.0 out of 5 stars,,"Reviewed in the United States on February 23, 2022",Claudia O,,Verified Purchase,,"Makes my hair smooth, great scent but not overpowering, great value for the money.",2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,6,Makes hair oily/greasy look and feel,1.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on February 10, 2022",Jackie Welch,,Verified Purchase,,This is horrible. Smells bad and makes hair super greasy looking and oily for days. It is hard to wash this out.,2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,7,No bubble,4.0 out of 5 stars,,"Reviewed in the United States on December 4, 2021",Andy L.,,Verified Purchase,,This shampoo does not give much bubble when mixing with water. But so far so good,2022-03-16 00:10:52.512604
B094KVYZSC,2022,3,16,8,Works great at making my thick hair smooth and knot free.,4.0 out of 5 stars,,"Reviewed in the United States on August 27, 2021",Tara McKinney,,Verified Purchase,,Works great at making my thick hair smooth and knot free. Smell could be better but not bad,2022-03-16 00:10:52.512604
B094KT28DV,2022,3,16,1,Greatly improved my hair for a reasonable price,5.0 out of 5 stars,18 people found this helpful,"Reviewed in the United States on August 10, 2021",ILikeClothes,,Verified Purchase,,"I have long, fine hair that I keep up with light styling. Usually I’m careful about hair products because my hair can weigh down easily. But recently, I had an issue with hair breakage. My strands would seem to snap, leaving little hair pieces in my sink, on my brush, etc. and making my hair look frizzy. My hair stylist recommended a VERY expensive hair care line, which admittedly worked but I did not want to spend so extravagantly on shampoo and conditioner. Then this Dove line came out, so I tried it. Thank God! Not only do I no longer have the breakage problem, my hair feels stronger and improved for a lot less money than the expensive salon line. The breakage problem is gone! This shampoo and conditioner do not weigh down my fine hair and I’ve used them faithfully for several months now. I was excited to see these large bottles available and have them parked in the shower. These products really work for me, and I’d recommend anyone with hair breakage to try them out.",2022-03-16 00:11:00.049394
B094KT28DV,2022,3,16,2,Greatly improved my hair for a reasonable price,5.0 out of 5 stars,12 people found this helpful,"Reviewed in the United States on August 10, 2021",ILikeClothes,,Verified Purchase,,"I wrote this review for the companion shampoo as well: I have long, fine hair that I keep up with light styling. Usually I’m careful about hair products because my hair can weigh down easily. But recently, I had an issue with hair breakage. My strands would seem to snap, leaving little hair pieces in my sink, on my brush, etc. and making my hair look frizzy. My hair stylist recommended a VERY expensive hair care line, which admittedly worked but I did not want to spend so extravagantly on shampoo and conditioner. Then this Dove line came out, so I tried it. Thank God! Not only do I no longer have the breakage problem, my hair feels stronger and improved for a lot less money than the expensive salon line. The breakage problem is gone! This shampoo and conditioner do not weigh down my fine hair and I’ve used them faithfully for several months now. I was excited to see these large bottles available and have them parked in the shower. These products really work for me, and I’d recommend anyone with hair breakage to try them out.",2022-03-16 00:11:00.049394
