B00OPEDVWQ,2022,3,16,1,Just not the quality I was expecting,3.0 out of 5 stars,,"Reviewed in the United States on October 2, 2019",Lori A. Hartshorn,,Verified Purchase,,"While I absolutely love the eczema cream by this same company, I cannot say the same for the body wash. I didn't like the feel of it and no lather. I can't say whether it worked for my skin concerns or not because I just couldn't use it very long.",2022-03-16 03:34:17.794755
B00OPEDVWQ,2022,3,16,2,Extremely Healing,5.0 out of 5 stars,,"Reviewed in the United States on August 9, 2021",Kerry,,Verified Purchase,,Highly recommend!,2022-03-16 03:34:17.794755
B00OPEDVWQ,2022,3,16,3,Does the job,4.0 out of 5 stars,,"Reviewed in the United States on May 21, 2019",Alabama Summer,,Verified Purchase,,This is my 2nd or 3rd bottle. Allergic to sulfates. Use on stinky parts and bathe the rest of me with coconut oil and a japanese washcloth/towel.,2022-03-16 03:34:17.794755
B00OPEDVWQ,2022,3,16,4,"Coats your skin, doesn't make you feel squeaky clean.",5.0 out of 5 stars,,"Reviewed in the United States on August 12, 2020",Filmbuff,,Verified Purchase,,"That is the aloe vera and coconut oil left behind to moisturize you. It feels like a soft water shower. There is a slick film soapy feeling that doesn't wash off, but it's just the moisturizer. I end up rinsing off twice to make sure, but the Ph balance is worth it.",2022-03-16 03:34:17.794755
B00OPEDVWQ,2022,3,16,5,Good stuff,5.0 out of 5 stars,,"Reviewed in the United States on July 13, 2021",Dolores,,Verified Purchase,,So far it is working good for my nephew and his psoriasis or eczema not sure which one he has,2022-03-16 03:34:17.794755
B00OPEDVWQ,2022,3,16,6,Two Stars,2.0 out of 5 stars,,"Reviewed in the United States on August 7, 2017",Grace Huang,,Verified Purchase,,One week the whole bottle is gone.  Very little volume. Nothing but the regular shower soap.,2022-03-16 03:34:17.794755
B00OPEDVWQ,2022,3,16,7,Great face wash!!,5.0 out of 5 stars,,"Reviewed in the United States on May 4, 2021",JLH,,Verified Purchase,,I’m using this is a face wash. It’s great for cleansing my oily eczema prone skin. Removes my makeup including mascara. No irritation at all. My complexion has never looked better.,2022-03-16 03:34:17.794755
B07BCHD31N,2022,3,16,1,Priced way above original,2.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on July 23, 2020",garrett jaenke,,Verified Purchase,,"What I was looking for, for my wife but since bath and body works doesn't seem to carry this anymore The markup on this is extremely high compared to the original price.",2022-03-16 03:34:23.886716
B07BCHD31N,2022,3,16,2,Huge mark up in price .,4.0 out of 5 stars,,"Reviewed in the United States on July 8, 2021",Deborah King,,Verified Purchase,,Love the product . What I totally dislike is the huge mark up in price ! Bath n body works I have a bottle of this almost gone $13.50 average price . Went to order more this time around $22 plus change! Wh  Ard t the hell why such a big mark up,2022-03-16 03:34:23.886716
B07BCHD31N,2022,3,16,3,Best ever,5.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on March 25, 2019",Brittney Marie lewis,,Verified Purchase,,I am so mad bath and body doesn’t carry this anymore! Makes your skin super silky afterwards and feels nice.,2022-03-16 03:34:23.886716
B07BCHD31N,2022,3,16,4,Love love love,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on August 27, 2019",Cynna,,Verified Purchase,,This is amazing to shave with. I love it and it's all I will use.,2022-03-16 03:34:23.886716
B07BCHD31N,2022,3,16,5,Love it,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on March 24, 2019",April Burton,,Verified Purchase,,Awesome awesome and awesome,2022-03-16 03:34:23.886716
