B01LZAL4PE,2022,3,16,1,End lice for good!,5.0 out of 5 stars,140 people found this helpful,"Reviewed in the United States on July 28, 2018",Trisha Kearley,,Verified Purchase,,"With 4 children we have fought lice on and off for years. I’ve tried multiple over the counter lice treatments only to have them again within a months time. After having to treat everyone, the house & cars over and over. It gets very expensive. Having 2 girls & myself with long hair we would use 3 to 4 boxes at a time to treat the family. It would take hours. I was looking for something with good reviews on Amazon and came across this product & after reading the reviews I figured it was worth a shot. I ordered 2 bottles, one for each bathroom. We all washed our hair with this shampoo & followed with our regular conditioner everyday for a week without any other other  lice treatment to ourselves, home or car. After the week was over I checked everyone to see how well it worked & there weren’t any lice at all. It’s been about 3 or 4 months without any further treatment and we haven’t had another problem. I love the fact that i didn’t have to treat everything and it got rid of the lice with just washing our hair. I plan on keeping this shampoo on hand to use weekly during the school year as preventative maintenance.",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,2,it leaves your hair feeling clean and smelling good. Unfortunately,5.0 out of 5 stars,71 people found this helpful,"Reviewed in the United States on February 10, 2018",Queso ,,Verified Purchase,,"Even if this didn't work for lice,  it leaves your hair feeling clean and smelling good.",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,3,D I love this stuff and will be taking it on my ...,5.0 out of 5 stars,60 people found this helpful,"Reviewed in the United States on March 4, 2018",Amy A,,Verified Purchase,,"While on a two month long vacation abroad, both my sons (2 & 6) got lice, which we realized when we got back home.  It was a horror and an embarrassment. I looked for lice removal treatments in the salons and they were very expensive, considering we had two heads to treat. I shaved off  my younger one's hair, but the older one refused to go bald! I came on amazon looking for shampoos and found this!!!",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,4,"... struggling with my girls for a while with this horrible bugs, used it 3 days in a row ...",5.0 out of 5 stars,36 people found this helpful,"Reviewed in the United States on March 13, 2018",Maria a lara,,Verified Purchase,,"Seems to be working I've been struggling with my girls for a while with this horrible bugs, used it 3 days in a row and seen some improvement will update in a month",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,5,Prevent Lice or Help Stop Lice with this Natural Treatment,5.0 out of 5 stars,22 people found this helpful,"Reviewed in the United States on August 28, 2018",Dawn B.,,Verified Purchase,,"I sought out this product due to kids coming down with a lice infestation. I am a very natural is better type of person therefore this treatment option was ideal. The shampoo is amazing! The smell is so wonderful. The larger is great. I can’t say this is what definitely helped my kids get over lice. But I can say it is s great shampoo & we use it about every other week now as a good preventative. Cross my fingers we do t ever have to battle lice again! 3 girls with long hair is not a fun ordeal. Persistence & dedication is what got us through this last exposer. Shampooing nightly, lice combing 2x day, prevention/treatment sprays, & a constant inspection of the heads. We bet lice with All Natural Remedies!!",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,6,Pleasant to use,4.0 out of 5 stars,16 people found this helpful,"Reviewed in the United States on January 5, 2019",SF Dana,,Verified Purchase,,"I was expecting this to smell medicinal, but it actually smells nice and feels refreshing to use.  I can't say for sure whether it works with regard to lice.  I haven't yet used it for preventive purposes.  However, when I found I had lice, I did some home remedies first, then combed out my hair thoroughly, and then used this shampoo once I received it a couple of days later.  I did get rid of the lice/nits within 7 days or so, but I did a lot of combing during that time.  Still, I have a hunch this shampoo contributed to me not getting the lice back since there were probably nits lying around on clothes and furniture (I had the itching for a few weeks before realizing what it was).  And having long hair, it's hard to do a really thorough combing job, so it's nice to have the shampoo as reinforcement in the lice eradication effort.",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,7,Works and smells great!,5.0 out of 5 stars,19 people found this helpful,"Reviewed in the United States on January 28, 2019",Sian,,Verified Purchase,,"I'm a preschool teacher so facing lice outbreaks is nothing new. I tried a couple things like certain fragrance shampoos and hair masks (so messy). Very little worked and I often found myself itching and getting checked out for critters. I found this product after a little research and decided to give it a try. At first, I noticed how awesome the smell was- not too strong, not fruity and it smelled so clean! The thick consistency works well with my long, thick hair and it's super easy to lather it up! Once I started using this shampoo, I noticed all itchiness gone in days and I've survived every lice outbreak since! Woo! I highly recommend giving this product a try, whether it's to get rid of lice or prevent catching any.",2022-03-16 01:34:50.666665
B01LZAL4PE,2022,3,16,8,Great product!,5.0 out of 5 stars,17 people found this helpful,"Reviewed in the United States on December 17, 2018",AC78,,Verified Purchase,,"My daughters picked up lice from a sleepover and it was a long term nightmare for several months, trying every product. We eventually ended up going to a professional clinic and since then have used this product to keep the critters from invading our home again, so far so good, I plan on purchasing the product again for that reason and also just because it has a great smell and is good for dry, itchy scalp.",2022-03-16 01:34:50.666665
B07QX2KNL1,2022,3,16,1,"THIS STUFF IS THE TRUTH, BUY IT, YOU WON'T BE SORRY",5.0 out of 5 stars,197 people found this helpful,"Reviewed in the United States on January 19, 2019",Fancy Kitten,,Verified Purchase,,"Let me state first, I AM TENDER Headed!!!  I have 4c,or 4z hair. Age, medication and menopause have turned my hair into a dry, brittle, tangled mess. No matter how gently I tried to detangle my hair, it still  hurt like heck and broke off a ton of hair. I have been natural for almost 20 years and this is the best product I have ever used. It has true ""slip""!!! I was almost ready to cut my below shoulder length hair to a TWA because I was just tired of fighting with my hair. This product is slippery, moisturizing and everything my hair needs to keep me from crying on wash day.  I was sceptical of paying the $14.99 price, but IT IS WORTH EVERY SINGLE PENNY.  I wish this had been invented when I was little girl, then my Mom wouldn't have had to chase me on wash day.  I don't know if this will work for everyone, but it sure works for me.  African Pride, thank you",2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,2,AMAZING,5.0 out of 5 stars,58 people found this helpful,"Reviewed in the United States on October 9, 2019",Princess78,,Verified Purchase,,"Let me start out by saying this product arrived and 1 of the 3 containers had spilled and was all over the bottom of the box. Needless to say I was NOT happy about that. However, once I put this pre-poo on my hair that disappointment quickly subsided! I did the big chop over 4 years ago and have been experimenting with products and styles ever since. I created a pre-poo about 2 years ago that my hair absolutely LOVES. (honey/coconut milk/avocado, etc.) I never thought I would find a pre-poo that my hair loved just as much but I was so wrong. This is just amazing, my curls were poppin' and even after washing it out my hair remained soft and manageable. Lets just say my 4C hair is very picky!",2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,3,This Saved My Hair,5.0 out of 5 stars,70 people found this helpful,"Reviewed in the United States on December 9, 2018",Shalisa,,Verified Purchase,,Before using this pre-shampoo I could barely get my fingers through my hair and now I can use my wide-toothed comb to apply my products like I need to. And my hair always feels super soft and moisturized after rinsing. This really saved my hair.,2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,4,Wash Day Woes Gone,5.0 out of 5 stars,48 people found this helpful,"Reviewed in the United States on February 16, 2019",J. Miller,,Verified Purchase,,"I love this product.  Although the price is kind of steep, I was encouraged by the positive reviews.  It made washing my hair so much easier and I didn’t shed as much hair.  I’ll be ordering this again.",2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,5,Best detangler ever!!,5.0 out of 5 stars,48 people found this helpful,"Reviewed in the United States on September 25, 2018",Jae Muhayman,,Verified Purchase,,Best detangler ever! It love that is include lots of good natural ingredients. Works well for my type 3B/3C hair as well as my sons 4A/4B hair. I will be purchasing this again.,2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,6,An essential!,5.0 out of 5 stars,40 people found this helpful,"Reviewed in the United States on January 21, 2019",Mimi,,Verified Purchase,,This pre poo is a must! It provides easy slip and easily detangles to save you time. I cannot and will not do wash day without first using this pre poo!,2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,7,For all the natural & protective style sistas this is a must have!,5.0 out of 5 stars,9 people found this helpful,"Reviewed in the United States on August 4, 2021",Kalli,,Verified Purchase,,I saw this product on a protective style take down video and immediately came and purchased it. I have 4b hair and had been wearing a sew in about 2 months and this stuff here! It's the truth! The slip it has assisted with detangling like nothing i have ever used. It took an hour to detangle my shoulder length hair! Like Wow! I immediately came to write a review because my natural sisters need this! I haven't washed it out because I was amazed at how easy it made this process that I always dread! I am off to purchase the 3 pack. Buy it and you are welcome :),2022-03-16 01:35:20.447488
B07QX2KNL1,2022,3,16,8,Detangled so much easier with no breakage,5.0 out of 5 stars,27 people found this helpful,"Reviewed in the United States on June 17, 2019",kayla,,Verified Purchase,,A must have product in my wash care routine. I have really wavy hair. My med/fine hair texture matts/tangles easily. It has been a pain my whole life to try and detangle my hair with out breaking off my hair. This product is my holy grail. U dont need much! And a little goes a long ways. There is so much slip that it has made it easier to take out my knots witout breaking my hair. I do not like the smell but it’s tolerable.,2022-03-16 01:35:20.447488
B07MP1P6QB,2022,3,16,1,Wouldn’t buy any other conditioner other than Kenra,5.0 out of 5 stars,4 people found this helpful,"Reviewed in the United States on April 26, 2020",Amanda M.,,Verified Purchase,,We have been very happy with this conditioner for a year now and will not purchase any other.,2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,2,Greatest shampoo/conditioner!,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on January 17, 2021",Sarah,,Verified Purchase,,"I started buying this from Ulta and recently switched to Amazon due to the better price. I was getting eczema along my hairline so I switched to this since it is sulfate free. Does wonders for my hair, it feels so smooth and soft. Great for thick, long hair and untangles it so easily. I will say, if I don’t take the time to wash it out ALL the way, my roots get greasy more quickly. Overall definitely recommend!",2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,3,Love Kendra Platinum Luxe Shine,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on April 26, 2021",cindy bock,,Verified Purchase,,Love this product. Immediate could tell my hair felt,2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,4,Kendra is a great shampoo for your hair!,4.0 out of 5 stars,,"Reviewed in the United States on October 7, 2021",Brenda Rice,,Verified Purchase,,This is a great shampoo for regular use on your hair.  It leaves your hair clean and shiny.  My hair is somewhat dry and this shampoo helps with that.  A little bit more pricey but worth it!,2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,5,A Great Hair Product,5.0 out of 5 stars,,"Reviewed in the United States on January 30, 2022",Patricia J. Stewart,,Verified Purchase,,"My stylist recommended this product to keep my hair hydrated and manageable with the hair color treatment I receive. My hair is silky and soft, without feeling weighed down. And a little goes a long way! I made a bottle last almost 3 months!",2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,6,I won't buy it again,2.0 out of 5 stars,,"Reviewed in the United States on November 2, 2021",Debbie Benfield,,Verified Purchase,,I could tell no difference in my hair and it has more tangles then when I used my other shampoos. Shine? Nope. Disappointed for the price and brand.,2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,7,Two thumbs up,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on March 21, 2021",KC,,Verified Purchase,,"This conditioner is amazing! I love the smell! I was hesitant with all of the mixed reviews. I have long fine hair, and this leaves my hair soft without feeling greasy! Two thumbs up!",2022-03-16 01:35:31.420119
B07MP1P6QB,2022,3,16,8,"Good conditioner, bad smell",4.0 out of 5 stars,,"Reviewed in the United States on February 26, 2021",Miki,,Verified Purchase,,"This conditioner works great, my hair looks great, 4 stars because I find the smell pretty uunpleasant.",2022-03-16 01:35:31.420119
B08BS46172,2022,3,16,1,The size and quality,1.0 out of 5 stars,8 people found this helpful,"Reviewed in the United States on May 26, 2021",Liz Designs,,Verified Purchase,,"I just got at home, I do not use it yet.. but I don’t like the bottle isn’t full 😕",2022-03-16 01:35:50.357885
B08BS46172,2022,3,16,2,"Huele bonito,solo que es pequeño.",4.0 out of 5 stars,9 people found this helpful,"Reviewed in the United States on March 5, 2021",Winnie,,Verified Purchase,,"Huele bonito, pero es pequeño el shampoo en la imagen se ve grande pero es pequeño.",2022-03-16 01:35:50.357885
