B085S7NMS8,2022,3,16,1,Very pleased,5.0 out of 5 stars,8 people found this helpful,"Reviewed in the United States on July 13, 2020",Hailey,,Verified Purchase,,My skin is so soft and all of my kids love these products. We all break out easily from chemicals in products and we haven’t had an issue at all!,2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,2,More Vanilla than Lavender.,5.0 out of 5 stars,6 people found this helpful,"Reviewed in the United States on July 1, 2020",Pors955,,Verified Purchase,,More Vanilla than lavender but it smells amazing! I only use this brand of body wash because I have sensitive skin. This body wash gets you clean without making you feel rubbery and smells really good.,2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,3,Favorite new find!,5.0 out of 5 stars,6 people found this helpful,"Reviewed in the United States on July 4, 2020",T.S.,,Verified Purchase,,This product...gentle...cleansing...light pleasant smell and lasts a long time! Really like this soap and we have also tried the lotion in the same fragrance!  Thanks for a great product!,2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,4,Mostly Lavender,3.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on October 5, 2021",JDW,,Verified Purchase,,EVERYONE makes excellent products. The only reason I cannot give this five stars is because the scent is supposed to be Vanilla & Lavender but there isn't even a hint of vanilla scent. Literally none. This is the first EVERYONE product I've purchased that did not come exactly as described. I'll give these ones away and go back to a previously purchased scent.,2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,5,Love this product but shipping not so much,3.0 out of 5 stars,,"Reviewed in the United States on January 18, 2022",Flashdance420,,Verified Purchase,,"We absolutely love this product and have never had an issue with it. This review is mostly on the most recent shipment we received of this product. As you can see from photos there was a pretty bad leak. I would guess maybe about 2 ounces of the product leaked out onto the box. As it turns out, one of the bottle pumps was loose and leaked. I’m not sure what the best solution is to keep from this happening again in the future, but it definitely required a little extra clean up upon unpacking.",2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,6,Aaah so nice...,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on September 27, 2020",Suthernbelle,,Verified Purchase,,I love this product! Its smells amazing and feels wonderful. My whole family uses it. I will be purchasing other products from this line.,2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,7,Really like this product.,5.0 out of 5 stars,,"Reviewed in the United States on February 18, 2022",Peggy Wenzel,,Verified Purchase,,First of all I love the clean smell of this soap. I like that it last longer than other soaps I’ve used in this size container. I use it in my guest bathroom too as it can be used for soap and shampoo.,2022-03-16 03:15:07.109003
B085S7NMS8,2022,3,16,8,Works well and smells great but is a bit expensive,5.0 out of 5 stars,,"Reviewed in the United States on January 30, 2022",Vinnie Da Arm,,Verified Purchase,,Works well and smells great but is a bit expensive. I have dry skin and bathing makes it worse. This stuff really cleans well and hydrates.,2022-03-16 03:15:07.109003
B082C8N851,2022,3,16,1,Not a full bottle,2.0 out of 5 stars,4 people found this helpful,"Reviewed in the United States on February 16, 2021",Carolyn Conley,,Verified Purchase,,"Smells great but I noticed on arrival it isn't even a full bottle and it wasn't leaking.  For the price, this is unacceptable.  Very disappointing. That's a lot missing.",2022-03-16 03:15:14.420545
B082C8N851,2022,3,16,2,Smelling like roses!,5.0 out of 5 stars,4 people found this helpful,"Reviewed in the United States on March 5, 2020",B. Bradford,,Verified Purchase,,"Wow! It is an appropriate name for this Moroccan Rose Otto Body Wash. I tried it out in my shower before attending an ""Empowering Women Conference"" that morning. I received many compliments about body my smell and where did get that perfume, or you smell great. It was a wonderful experience. You've got to try it out.",2022-03-16 03:15:14.420545
